,Unnamed: 0,posicao,fortuna,idade,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais
336,354,352,6800,53,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
337,355,352,6800,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
338,356,352,6800,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
339,357,352,6800,94,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
340,358,352,6800,53,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
341,359,352,6800,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
342,360,352,6800,65,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
343,361,352,6800,58,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
344,362,352,6800,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
345,363,365,6700,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
346,364,365,6700,56,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
347,365,365,6700,75,110.35,0.8,348078018464,81.0,32.4,23.8,5818553
348,366,365,6700,47,110.35,0.8,348078018464,81.0,32.4,23.8,5818553
349,367,365,6700,44,110.35,0.8,348078018464,81.0,32.4,23.8,5818553
350,368,365,6700,80,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
351,369,365,6700,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
352,370,365,6700,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
353,371,365,6700,54,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
354,372,365,6700,55,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
355,373,365,6700,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
356,374,365,6700,84,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
357,375,365,6700,83,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
358,376,365,6700,92,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
359,377,365,6700,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
360,378,365,6700,39,110.35,0.8,348078018464,81.0,32.4,23.8,5818553
361,379,365,6700,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
362,380,365,6700,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
363,381,383,6600,47,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
364,382,383,6600,68,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
365,383,383,6600,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
366,384,383,6600,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
367,385,383,6600,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
368,386,383,6600,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
369,387,383,6600,47,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
370,388,390,6500,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
371,389,390,6500,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
372,391,390,6500,93,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
373,392,390,6500,84,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
374,394,390,6500,51,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
375,395,397,6400,71,110.51,1.8,530832908738,82.5,27.9,49.1,10285453
376,396,397,6400,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
377,397,397,6400,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
378,398,397,6400,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
379,399,397,6400,60,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
380,401,397,6400,90,140.95,3.5,323802808108,77.1,14.4,71.2,50339443
381,402,397,6400,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
382,403,405,6300,77,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
383,404,405,6300,58,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
384,405,405,6300,66,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
385,406,405,6300,85,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
386,407,405,6300,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
387,408,405,6300,96,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
388,409,411,6200,59,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024
389,410,411,6200,85,110.51,1.8,530832908738,82.5,27.9,49.1,10285453
390,411,411,6200,89,115.91,2.6,909070395161,81.8,23.0,41.2,17332850
391,412,411,6200,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
392,413,411,6200,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
393,414,411,6200,51,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
394,415,411,6200,60,114.11,2.2,592164400688,77.6,17.4,40.8,37970874
395,416,418,6100,69,267.51,11.4,448120428859,54.3,1.5,34.8,200963599
396,417,418,6100,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
397,418,418,6100,79,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
398,419,418,6100,72,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
399,421,425,6000,64,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
400,422,425,6000,46,118.06,1.5,446314739528,81.6,25.4,51.4,8877067
401,423,425,6000,85,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
402,424,425,6000,74,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
403,425,425,6000,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
404,426,425,6000,65,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
405,427,425,6000,88,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
406,429,425,6000,92,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
407,430,425,6000,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
408,431,425,6000,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
409,432,425,6000,85,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
410,433,437,5900,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
411,434,437,5900,93,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
412,435,437,5900,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
413,436,437,5900,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
414,437,437,5900,66,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
415,438,442,5800,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
416,439,442,5800,75,110.35,0.8,348078018464,81.0,32.4,23.8,5818553
417,440,442,5800,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
418,441,445,5700,56,281.66,7.9,153781069118,71.6,20.1,45.2,44385155
419,442,445,5700,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
420,444,445,5700,93,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
421,445,445,5700,71,110.51,1.8,530832908738,82.5,27.9,49.1,10285453
422,446,445,5700,77,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
423,448,445,5700,51,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
424,449,445,5700,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
425,450,445,5700,56,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
426,451,455,5600,41,101.87,0.2,209852761469,81.3,26.2,51.9,10716322
427,452,455,5600,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
428,453,455,5600,52,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
429,454,455,5600,81,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
430,455,455,5600,87,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
431,456,455,5600,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
432,457,455,5600,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
433,458,455,5600,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
434,459,455,5600,51,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
435,460,455,5600,65,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
436,461,455,5600,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
437,462,466,5500,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
438,463,466,5500,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
439,465,466,5500,32,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
440,466,466,5500,34,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
441,467,466,5500,93,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
442,468,466,5500,77,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
443,469,466,5500,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
444,470,466,5500,95,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
445,471,466,5500,68,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
446,472,466,5500,81,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
447,473,466,5500,58,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
448,474,466,5500,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
449,475,466,5500,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
450,477,466,5500,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
451,478,466,5500,80,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
452,479,466,5500,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
453,480,466,5500,68,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
454,481,466,5500,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
455,482,486,5400,77,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
456,483,486,5400,81,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
457,484,486,5400,43,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
458,485,486,5400,68,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
459,486,486,5400,58,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
460,487,486,5400,77,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
461,488,486,5400,73,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
462,489,486,5400,70,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
463,490,486,5400,58,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
464,491,486,5400,59,118.06,1.5,446314739528,81.6,25.4,51.4,8877067
465,492,486,5400,71,118.06,1.5,446314739528,81.6,25.4,51.4,8877067
466,493,497,5300,49,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
467,494,497,5300,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
468,495,497,5300,60,234.44,15.2,754411708203,77.4,17.9,42.3,83429615
469,496,497,5300,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
470,497,497,5300,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
471,498,497,5300,78,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
472,499,497,5300,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
473,500,497,5300,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
474,501,497,5300,86,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
475,502,497,5300,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
476,503,497,5300,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
477,504,497,5300,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
478,505,497,5300,77,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
479,506,497,5300,67,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
480,507,511,5200,56,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
481,508,511,5200,53,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
482,509,511,5200,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
483,510,511,5200,71,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
484,511,511,5200,71,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
485,512,511,5200,85,121.46,0.7,364701517788,76.0,12.0,38.7,32447385
486,514,511,5200,82,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
487,515,511,5200,49,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
488,516,511,5200,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
489,517,511,5200,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
490,518,511,5200,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
491,519,523,5100,49,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
492,520,523,5100,59,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
493,521,523,5100,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
494,522,523,5100,49,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
495,523,523,5100,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
496,524,523,5100,64,120.27,2.2,403336363636,82.8,23.9,36.2,5347896
497,525,523,5100,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
498,527,523,5100,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
499,528,523,5100,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
500,529,523,5100,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
501,530,534,5000,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
502,531,534,5000,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
503,532,534,5000,55,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
504,533,534,5000,43,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
505,534,534,5000,69,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
506,535,534,5000,56,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
507,536,534,5000,50,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
508,537,534,5000,57,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
509,538,534,5000,50,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
510,539,534,5000,83,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
511,540,534,5000,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
512,541,534,5000,86,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
513,542,534,5000,57,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
514,543,534,5000,64,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
515,544,534,5000,59,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
516,545,534,5000,64,234.44,15.2,754411708203,77.4,17.9,42.3,83429615
517,546,534,5000,66,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
518,547,534,5000,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
519,548,552,4900,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
520,549,552,4900,72,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
521,550,552,4900,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
522,551,552,4900,84,232.75,53.5,449663446954,76.5,10.1,106.3,44938712
523,552,552,4900,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
524,553,552,4900,53,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
525,554,552,4900,67,133.61,4.9,17743195770,73.6,21.7,9.9,3720382
526,555,552,4900,94,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
527,556,552,4900,77,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
528,557,552,4900,86,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
529,558,552,4900,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
530,559,552,4900,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
531,560,552,4900,60,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
532,561,552,4900,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
533,562,552,4900,50,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
534,563,567,4800,58,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
535,564,567,4800,50,114.11,2.2,592164400688,77.6,17.4,40.8,37970874
536,565,567,4800,79,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
537,566,567,4800,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
538,567,567,4800,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
539,568,567,4800,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
540,569,567,4800,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
541,570,567,4800,68,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
542,571,567,4800,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
543,572,567,4800,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
544,573,567,4800,70,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
545,575,567,4800,62,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
546,576,580,4700,88,110.62,0.3,237686075635,81.3,22.8,39.8,10269417
547,577,580,4700,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
548,579,580,4700,63,234.44,15.2,754411708203,77.4,17.9,42.3,83429615
549,580,580,4700,54,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
550,581,580,4700,68,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
551,582,580,4700,77,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
552,583,580,4700,50,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
553,584,580,4700,68,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
554,585,580,4700,76,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
555,586,580,4700,52,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
556,587,591,4600,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
557,588,591,4600,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
558,589,591,4600,96,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
559,590,591,4600,46,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
560,591,591,4600,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
561,592,591,4600,62,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
562,594,591,4600,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
563,595,591,4600,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
564,596,591,4600,45,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
565,598,591,4600,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
566,599,591,4600,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
567,600,591,4600,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
568,601,591,4600,79,151.36,2.0,169988236398,76.7,37.2,66.1,43053054
569,602,591,4600,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
570,603,591,4600,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
571,604,591,4600,34,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
572,605,591,4600,52,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
573,606,591,4600,66,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
574,607,611,4500,55,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024
575,608,611,4500,82,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
576,609,611,4500,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
577,610,611,4500,54,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
578,611,611,4500,83,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
579,612,611,4500,76,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
580,613,611,4500,71,120.27,2.2,403336363636,82.8,23.9,36.2,5347896
581,614,611,4500,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
582,615,611,4500,70,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
583,616,611,4500,41,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
584,617,611,4500,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
585,619,611,4500,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
586,620,624,4400,50,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
587,621,624,4400,89,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
588,622,624,4400,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
589,623,624,4400,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
590,624,624,4400,64,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781
591,625,624,4400,81,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
592,626,624,4400,58,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
593,627,624,4400,67,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
594,628,624,4400,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
595,629,624,4400,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
596,630,624,4400,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
597,631,624,4400,54,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
598,632,636,4300,59,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
599,633,636,4300,46,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
600,634,636,4300,63,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781
601,635,636,4300,49,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
602,636,636,4300,61,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
603,637,636,4300,91,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
604,638,636,4300,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
605,639,636,4300,61,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
606,640,636,4300,62,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
607,641,636,4300,56,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
608,642,636,4300,55,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
609,643,636,4300,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
610,644,636,4300,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
611,645,636,4300,54,163.52,2.8,261921244843,75.3,19.1,37.6,96462106
612,646,636,4300,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
613,649,636,4300,42,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
614,650,636,4300,74,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
615,651,636,4300,58,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
616,652,636,4300,83,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
617,653,659,4200,65,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
618,654,659,4200,68,116.86,2.8,34117202555,74.7,22.9,38.1,1912789
619,655,659,4200,82,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
620,656,659,4200,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
621,657,659,4200,87,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
622,658,659,4200,82,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
623,659,659,4200,72,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
624,660,659,4200,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
625,661,659,4200,82,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
626,662,659,4200,53,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
627,663,659,4200,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
628,664,659,4200,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
629,665,659,4200,68,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
630,666,659,4200,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
631,667,659,4200,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
632,668,659,4200,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
633,669,659,4200,40,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
634,670,659,4200,73,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
635,671,659,4200,71,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
636,672,659,4200,55,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
637,673,679,4100,68,116.48,2.8,246489245495,79.0,14.9,46.1,10669709
638,674,679,4100,83,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
639,675,679,4100,83,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
640,676,679,4100,87,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
641,677,679,4100,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
642,678,679,4100,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
643,679,679,4100,54,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
644,680,679,4100,66,112.33,1.0,268761201365,81.7,20.8,36.6,5520314
645,681,679,4100,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
646,682,679,4100,83,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
647,683,679,4100,56,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
648,684,679,4100,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
649,685,679,4100,61,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
650,686,679,4100,66,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
651,687,679,4100,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
652,688,679,4100,63,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
653,689,679,4100,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
654,690,679,4100,82,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
655,691,679,4100,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
656,692,679,4100,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
657,693,699,4000,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
658,694,699,4000,48,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
659,695,699,4000,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
660,696,699,4000,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
661,697,699,4000,77,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
662,698,699,4000,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
663,699,699,4000,46,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
664,700,699,4000,61,121.46,0.7,364701517788,76.0,12.0,38.7,32447385
665,701,699,4000,51,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
666,702,699,4000,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
667,703,699,4000,42,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
668,704,699,4000,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
669,705,699,4000,63,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
670,706,699,4000,67,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
671,707,699,4000,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
672,708,699,4000,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
673,709,699,4000,68,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
674,710,699,4000,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
